group_ID,ecosystem,scoped,package_name,version,artifact_id,total_file,package_size,api_calls,function,threat_type
kurde_0.1.0_tar-gz,pypi,,kurde,0.1.0,tar-gz,6,11.41894531,NaN,NaN,benign
cypress_1.0.2_tar-gz,pypi,,cypress,1.0.2,tar-gz,13,74.41699219,"['os.path.dirname', 'os.path.abspath', 'open', 'read', '__import__.b64decode', '__import__.compile', '__import__.exec']",global,malicious
swarmalator_0.0.1_py3-none-any-whl,pypi,,swarmalator,0.0.1,py3-none-any-whl,9,15.93261719,NaN,NaN,benign
swarmalator_0.0.1_tar-gz,pypi,,swarmalator,0.0.1,tar-gz,10,22.79394531,NaN,NaN,benign
opencv-cuda_0.0.2_tar-gz,pypi,,opencv-cuda,0.0.2,tar-gz,12,5.041992188,NaN,NaN,benign
apch_0.0.6_tar-gz,pypi,,apch,0.0.6,tar-gz,18,50.86816406,"['__import__.b64decode', '__import__.compile', '__import__.exec', 'parent.resolve', 'read_text']",global,malicious
opencv-cuda_0.0.2_py3-none-any-whl,pypi,,opencv-cuda,0.0.2,py3-none-any-whl,7,3.514648438,NaN,NaN,benign
open-groceries_0.1.1_py3-none-any-whl,pypi,,open-groceries,0.1.1,py3-none-any-whl,14,32.91308594,NaN,NaN,benign
open-groceries_0.1.1_tar-gz,pypi,,open-groceries,0.1.1,tar-gz,15,43.15722656,NaN,NaN,benign
aml-ds-pipeline-contrib_97.10.0_tar-gz,pypi,,aml-ds-pipeline-contrib,97.10.0,tar-gz,8,3.9296875,"['setuptools.command.install.install.run', 'socket.gethostname', 'os.getcwd', 'getpass.getuser', 'socket.gethostname.encode.hex', 'getpass.getuser.encode.hex', 'aml-ds-pipeline-contrib.encode.hex', 'getIps', 'socket.gethostbyname', 'gethttpips', 'json.dumps', 'getFiles', 'json.dumps', 'json.dumps', 'requests.post']",CustomInstall.run,malicious
iso-timer_0.1_tar-gz,pypi,,iso-timer,0.1,tar-gz,12,1.518554688,NaN,NaN,benign
clang-build-ext_0.0.2_py3-none-any-whl,pypi,,clang-build-ext,0.0.2,py3-none-any-whl,8,17.38964844,NaN,NaN,benign
clang-build-ext_0.0.2_tar-gz,pypi,,clang-build-ext,0.0.2,tar-gz,13,34.71484375,NaN,NaN,benign
hello-world-example_0.1_tar-gz,pypi,,hello-world-example,0.1,tar-gz,3,4.424804688,"['pip.main', 'os.getenv', 'os.path.expanduser', 'ctypes.windll.shell32.IsUserAnAdmin', 'os.path.exists', 'os.makedirs', 'open', 'write', 'open', 'write', 'win32com.client.Dispatch', 'os.walk', 'win32com.client.Dispatch.CreateShortcut', 'os.path.basename', 'win32com.client.Dispatch.CreateShortcut.Save']",global,malicious
bleu-api_1.0.1_py3-none-any-whl,pypi,,bleu-api,1.0.1,py3-none-any-whl,7,12.64453125,NaN,NaN,benign
bleu-api_1.0.1_tar-gz,pypi,,bleu-api,1.0.1,tar-gz,11,18.29882813,NaN,NaN,benign
dig-ini-editor_1.0.1_tar-gz,pypi,,dig-ini-editor,1.0.1,tar-gz,15,28.40136719,NaN,NaN,benign
tessssssssss_1.0.0_tar-gz,pypi,,tessssssssss,1.0.0,tar-gz,8,1.126953125,"['setuptools.command.install.install.run', 'socket.gethostname', 'os.getcwd', 'getpass.getuser', 'requests.get']",CustomInstall.run,malicious
dig-ini-editor_1.0.1_py3-none-any-whl,pypi,,dig-ini-editor,1.0.1,py3-none-any-whl,10,15.08886719,NaN,NaN,benign
csv-db-loader_1.0.0_py3-none-any-whl,pypi,,csv-db-loader,1.0.0,py3-none-any-whl,12,23.07519531,NaN,NaN,benign
csv-db-loader_1.0.0_tar-gz,pypi,,csv-db-loader,1.0.0,tar-gz,17,35.82910156,NaN,NaN,benign
libhttps_4.6.12_tar-gz,pypi,,libhttps,4.6.12,tar-gz,11,16.453125,['subprocess.Popen'],global,malicious
qrdocumentindexer_0.1.0_py3-none-any-whl,pypi,,qrdocumentindexer,0.1.0,py3-none-any-whl,24,101.7851563,NaN,NaN,benign
qrdocumentindexer_0.1.0_tar-gz,pypi,,qrdocumentindexer,0.1.0,tar-gz,35,159.8369141,NaN,NaN,benign
jax-scipy-spatial_0.2.0_tar-gz,pypi,,jax-scipy-spatial,0.2.0,tar-gz,18,66.34863281,NaN,NaN,benign
awscl_1.27.67_tar-gz,pypi,,awscl,1.27.67,tar-gz,5374,8183.987305,"['base64.b64decode', 'exec', 'os.path.expandvars', 'os.path.expanduser', 'os.path.abspath', 'os.path.dirname']",global,malicious
jax-scipy-spatial_0.2.0_py3-none-any-whl,pypi,,jax-scipy-spatial,0.2.0,py3-none-any-whl,8,42.39550781,NaN,NaN,benign
mbedmgr_0.0.1_py3-none-any-whl,pypi,,mbedmgr,0.0.1,py3-none-any-whl,7,4.072265625,NaN,NaN,benign
mbedmgr_0.0.1_tar-gz,pypi,,mbedmgr,0.0.1,tar-gz,12,4.399414063,NaN,NaN,benign
requessts_2.27.1_tar-gz,pypi,,requessts,2.27.1,tar-gz,48,399.0507813,"['pathlib.Path.home', 'linux_install_repka', 'subprocess.Popen', 'urllib.request.urlopen']",linux,malicious
hw-hivepy_0.1.8_tar-gz,pypi,,hw-hivepy,0.1.8,tar-gz,24,24.45605469,NaN,NaN,benign
hw-hivepy_0.1.8_py3-none-any-whl,pypi,,hw-hivepy,0.1.8,py3-none-any-whl,19,22.62207031,NaN,NaN,benign
atap_corpus_0.1.2_py3-none-any-whl,pypi,,atap_corpus,0.1.2,py3-none-any-whl,21,77.91308594,NaN,NaN,benign
librat_1.1_tar-gz,pypi,,librat,1.1,tar-gz,8,3.09375,"['os.uname', 'getpass.getuser', 'os.getcwd', 'base64.b64encode.decode', 'random.randint', 'os.system', 'os.system', 'data_post.encode', 'urllib.request.urlopen', 'urllib.request.urlopen', 'requests.post', 'requests.get', 'urllib.urlopen', 'urllib.urlopen']",global,malicious
atap_corpus_0.1.2_tar-gz,pypi,,atap_corpus,0.1.2,tar-gz,21,79.24707031,NaN,NaN,benign
cellink_1.3.2_tar-gz,pypi,,cellink,1.3.2,tar-gz,14,26.34179688,NaN,NaN,benign
llmbot_plugin_sticker_0.1.7_py3-none-any-whl,pypi,,llmbot_plugin_sticker,0.1.7,py3-none-any-whl,8,2355.836914,NaN,NaN,benign
raw-tool_2.0.1_tar-gz,pypi,,raw-tool,2.0.1,tar-gz,7,1.342773438,"['__import__.b64decode', 'exec']",global,malicious
llmbot_plugin_sticker_0.1.7_tar-gz,pypi,,llmbot_plugin_sticker,0.1.7,tar-gz,7,2356.224609,NaN,NaN,benign
akaifire_1.0.1_py3-none-any-whl,pypi,,akaifire,1.0.1,py3-none-any-whl,6,83.25976563,NaN,NaN,benign
akaifire_1.0.1_tar-gz,pypi,,akaifire,1.0.1,tar-gz,11,126.9042969,NaN,NaN,benign
plutos_0.0.1_tar-gz,pypi,,plutos,0.0.1,tar-gz,13,7.541015625,"['os.mkdir', 'requests.get', 'requests.get', 'open.write', 'Path.rename', 'open.write', 'Path.rename', 'os.remove', 'os.remove', 'os.startfile', 'os.startfile', 'shutil.rmtree']",global,malicious
project215-data-transformations_0.4.0_py3-none-any-whl,pypi,,project215-data-transformations,0.4.0,py3-none-any-whl,7,7.0625,NaN,NaN,benign
project215-data-transformations_0.4.0_tar-gz,pypi,,project215-data-transformations,0.4.0,tar-gz,7,7.8671875,NaN,NaN,benign
llm-autoeval_0.1.0_tar-gz,pypi,,llm-autoeval,0.1.0,tar-gz,8,1.659179688,NaN,NaN,benign
pymafka_3.0_tar-gz,pypi,,pymafka,3,tar-gz,9,5.33203125,"['platform.system', 'os.path.exists', 'urllib.request.urlopen', 'urllib.request.urlopen.read', 'open', 'write', 'subprocess.Popen', 'platform.system', 'subprocess.Popen', 'platform.system', 'os.path.exists', 'urllib.request.urlopen', 'urllib.request.urlopen.read', 'open', 'write', 'subprocess.Popen', 'subprocess.Popen']",inst,malicious
viqubox-sdk_0.4.6_py3-none-any-whl,pypi,,viqubox-sdk,0.4.6,py3-none-any-whl,9,23.83789063,NaN,NaN,benign
viqubox-sdk_0.4.6_tar-gz,pypi,,viqubox-sdk,0.4.6,tar-gz,9,26.11132813,NaN,NaN,benign
naru_0.0.1_py3-none-any-whl,pypi,,naru,0.0.1,py3-none-any-whl,6,1.122070313,NaN,NaN,benign
discordcmd_0.0.1_tar-gz,pypi,,discordcmd,0.0.1,tar-gz,10,21.59082031,"['eval', 'eval', 'eval', 'eval', 'eval', 'base64.b64decode', 'compile', 'eval']",global,malicious
naru_0.0.1_tar-gz,pypi,,naru,0.0.1,tar-gz,12,2.057617188,NaN,NaN,benign
corehost_0.0.1_py3-none-any-whl,pypi,,corehost,0.0.1,py3-none-any-whl,14,46.3046875,NaN,NaN,benign
corehost_0.0.1_tar-gz,pypi,,corehost,0.0.1,tar-gz,18,47.29785156,NaN,NaN,benign
discordcmd_0.0.2_tar-gz,pypi,,discordcmd,0.0.2,tar-gz,10,21.59179688,"['eval', 'eval', 'eval', 'eval', 'eval', 'base64.b64decode', 'compile', 'eval']",global,malicious
pokie-mullet_0.1.0_tar-gz,pypi,,pokie-mullet,0.1.0,tar-gz,14,16.79785156,NaN,NaN,benign
flask-redis-constance_0.0.2_tar-gz,pypi,,flask-redis-constance,0.0.2,tar-gz,12,7.5390625,NaN,NaN,benign
flask-redis-constance_0.0.2_py3-none-any-whl,pypi,,flask-redis-constance,0.0.2,py3-none-any-whl,7,5.938476563,NaN,NaN,benign
secretslib_0.1.0_tar-gz,pypi,,secretslib,0.1.0,tar-gz,8,1.486328125,"['b64decode.decode', 'os.system', 'b64decode.decode', 'os.system', 'setuptools.command.install.install.run']",CustomInstall.run,malicious
synphage_0.0.1_py3-none-any-whl,pypi,,synphage,0.0.1,py3-none-any-whl,21,57.48632813,NaN,NaN,benign
synphage_0.0.1_tar-gz,pypi,,synphage,0.0.1,tar-gz,27,59.21191406,NaN,NaN,benign
ai-einblick-prompt_0.1.6_py3-none-any-whl,pypi,,ai-einblick-prompt,0.1.6,py3-none-any-whl,54,11131.3623,NaN,NaN,benign
requuests_2.27.1_tar-gz,pypi,,requuests,2.27.1,tar-gz,48,399.0332031,"['pathlib.Path.home', 'linux_install_repka', 'subprocess.Popen', 'urllib.request.urlopen']",linux,malicious
ai-einblick-prompt_0.1.6_tar-gz,pypi,,ai-einblick-prompt,0.1.6,tar-gz,100,14327.81836,NaN,NaN,benign
allure-publisher_1.0.2_tar-gz,pypi,,allure-publisher,1.0.2,tar-gz,17,8.1484375,NaN,NaN,benign
allure-publisher_1.0.2_py3-none-any-whl,pypi,,allure-publisher,1.0.2,py3-none-any-whl,11,6.395507813,NaN,NaN,benign
type-color_0.4_tar-gz,pypi,,type-color,0.4,tar-gz,10,3.594726563,"['__import__.b64decode', '__import__.compile', '__import__.exec']",global,malicious
grance_0.1.0_py3-none-any-whl,pypi,,grance,0.1.0,py3-none-any-whl,8,19.84277344,NaN,NaN,benign
grance_0.1.0_tar-gz,pypi,,grance,0.1.0,tar-gz,8,19.77734375,NaN,NaN,benign
pytermx_1.1.0_py3-none-any-whl,pypi,,pytermx,1.1.0,py3-none-any-whl,7,8.018554688,NaN,NaN,benign
twyne_0.0.1_tar-gz,pypi,,twyne,0.0.1,tar-gz,29,95.1875,"['read_file', '_get_version_match']",get_version,malicious
pytermx_1.1.0_tar-gz,pypi,,pytermx,1.1.0,tar-gz,11,10.44238281,NaN,NaN,benign
mff-lib2to3-fake_0.1.0_tar-gz,pypi,,mff-lib2to3-fake,0.1.0,tar-gz,6,2.041992188,NaN,NaN,benign
mff-lib2to3-fake_0.1.0_py3-none-any-whl,pypi,,mff-lib2to3-fake,0.1.0,py3-none-any-whl,5,1.119140625,NaN,NaN,benign
twyne_0.0.2_tar-gz,pypi,,twyne,0.0.2,tar-gz,29,95.18359375,"['read_file', '_get_version_match']",get_version,malicious
discordttp_0.3.2_py2-py3-none-any-whl,pypi,,discordttp,0.3.2,py2-py3-none-any-whl,8,8.458984375,NaN,NaN,benign
discordttp_0.3.2_tar-gz,pypi,,discordttp,0.3.2,tar-gz,9,4.985351563,NaN,NaN,benign
kac-tools_0.4.0_py3-none-any-whl,pypi,,kac-tools,0.4.0,py3-none-any-whl,10,6.814453125,NaN,NaN,benign
judyb-advanced_0.1.0_tar-gz,pypi,,judyb-advanced,0.1.0,tar-gz,10,45.046875,"['open', 'read', 'base64.b64decode', 'exec']",global,malicious
kscorer_2.0.1_py3-none-any-whl,pypi,,kscorer,2.0.1,py3-none-any-whl,8,89.75683594,NaN,NaN,benign
kscorer_2.0.1_tar-gz,pypi,,kscorer,2.0.1,tar-gz,13,132.0849609,NaN,NaN,benign
nav2d_0.0.1_py3-none-any-whl,pypi,,nav2d,0.0.1,py3-none-any-whl,12,41.54003906,NaN,NaN,benign
xcryptography_36.0.0_tar-gz,pypi,,xcryptography,36.0.0,tar-gz,8,3.173828125,"['os.uname', 'getpass.getuser', 'os.getcwd', 'base64.b64encode.decode', 'random.randint', 'os.system', 'os.system', 'data_post.encode', 'urllib.request.urlopen', 'urllib.request.urlopen', 'requests.post', 'requests.get', 'urllib.urlopen', 'urllib.urlopen']",global,malicious
nav2d_0.0.1_tar-gz,pypi,,nav2d,0.0.1,tar-gz,18,46.44824219,NaN,NaN,benign
acellera-msmbuilder_0.0.0_tar-gz,pypi,,acellera-msmbuilder,0.0.0,tar-gz,9,1.408203125,NaN,NaN,benign
pysypt_0.1.0_py3-none-any-whl,pypi,,pysypt,0.1.0,py3-none-any-whl,18,7778.139648,NaN,NaN,benign
xcryptography_35.0.0_tar-gz,pypi,,xcryptography,35.0.0,tar-gz,8,3.173828125,"['os.uname', 'getpass.getuser', 'os.getcwd', 'base64.b64encode.decode', 'random.randint', 'os.system', 'os.system', 'data_post.encode', 'urllib.request.urlopen', 'urllib.request.urlopen', 'requests.post', 'requests.get', 'urllib.urlopen', 'urllib.urlopen']",global,malicious
pysypt_0.1.0_tar-gz,pypi,,pysypt,0.1.0,tar-gz,23,7779.732422,NaN,NaN,benign
bresh_0.19.1_py3-none-any-whl,pypi,,bresh,0.19.1,py3-none-any-whl,41,90.09667969,NaN,NaN,benign
lyyddforward_0.13_tar-gz,pypi,,lyyddforward,0.13,tar-gz,11,10.98828125,NaN,NaN,benign
xcryptography_1.5.2_tar-gz,pypi,,xcryptography,1.5.2,tar-gz,8,3.169921875,"['os.uname', 'getpass.getuser', 'os.getcwd', 'base64.b64encode.decode', 'random.randint', 'os.system', 'os.system', 'data_post.encode', 'urllib.request.urlopen', 'urllib.request.urlopen', 'requests.post', 'requests.get', 'urllib.urlopen', 'urllib.urlopen']",global,malicious
sys-config-inspector_0.0.1_py3-none-any-whl,pypi,,sys-config-inspector,0.0.1,py3-none-any-whl,9,21.29296875,NaN,NaN,benign
sys-config-inspector_0.0.1_tar-gz,pypi,,sys-config-inspector,0.0.1,tar-gz,14,23.90820313,NaN,NaN,benign
arcaea-offline-ocr_0.0.95_tar-gz,pypi,,arcaea-offline-ocr,0.0.95,tar-gz,35,55.65332031,NaN,NaN,benign
xcryptography_3.3.1_tar-gz,pypi,,xcryptography,3.3.1,tar-gz,8,3.169921875,"['os.uname', 'getpass.getuser', 'os.getcwd', 'base64.b64encode.decode', 'random.randint', 'os.system', 'os.system', 'data_post.encode', 'urllib.request.urlopen', 'urllib.request.urlopen', 'requests.post', 'requests.get', 'urllib.urlopen', 'urllib.urlopen']",global,malicious
arcaea-offline-ocr_0.0.95_py3-none-any-whl,pypi,,arcaea-offline-ocr,0.0.95,py3-none-any-whl,30,54.05664063,NaN,NaN,benign
ldsso_0.0.5_py3-none-any-whl,pypi,,ldsso,0.0.5,py3-none-any-whl,6,9.069335938,NaN,NaN,benign
ldsso_0.0.5_tar-gz,pypi,,ldsso,0.0.5,tar-gz,11,9.849609375,NaN,NaN,benign
xcryptography_3.3_tar-gz,pypi,,xcryptography,3.3,tar-gz,8,3.162109375,"['os.uname', 'getpass.getuser', 'os.getcwd', 'base64.b64encode.decode', 'random.randint', 'os.system', 'os.system', 'data_post.encode', 'urllib.request.urlopen', 'urllib.request.urlopen', 'requests.post', 'requests.get', 'urllib.urlopen', 'urllib.urlopen']",global,malicious
pdbstore_0.0.1_py3-none-any-whl,pypi,,pdbstore,0.0.1,py3-none-any-whl,67,222.1699219,NaN,NaN,benign
pdbstore_0.0.1_tar-gz,pypi,,pdbstore,0.0.1,tar-gz,135,384.7324219,NaN,NaN,benign
pypox_1.0.15_py3-none-any-whl,pypi,,pypox,1.0.15,py3-none-any-whl,22,18.26464844,NaN,NaN,benign
xcryptography_2.3.1_tar-gz,pypi,,xcryptography,2.3.1,tar-gz,8,3.169921875,"['os.uname', 'getpass.getuser', 'os.getcwd', 'base64.b64encode.decode', 'random.randint', 'os.system', 'os.system', 'data_post.encode', 'urllib.request.urlopen', 'urllib.request.urlopen', 'requests.post', 'requests.get', 'urllib.urlopen', 'urllib.urlopen']",global,malicious
pypox_1.0.15_tar-gz,pypi,,pypox,1.0.15,tar-gz,26,19.43554688,NaN,NaN,benign
light-deep-ai_1.4.8_py310-none-any-whl,pypi,,light-deep-ai,1.4.8,py310-none-any-whl,51,160.7558594,NaN,NaN,benign
light-deep-ai_1.4.8_py311-none-any-whl,pypi,,light-deep-ai,1.4.8,py311-none-any-whl,51,310.7617188,NaN,NaN,benign
xcryptography_1.0_tar-gz,pypi,,xcryptography,1,tar-gz,8,3.162109375,"['os.uname', 'getpass.getuser', 'os.getcwd', 'base64.b64encode.decode', 'random.randint', 'os.system', 'os.system', 'data_post.encode', 'urllib.request.urlopen', 'urllib.request.urlopen', 'requests.post', 'requests.get', 'urllib.urlopen', 'urllib.urlopen']",global,malicious
light-deep-ai_1.4.8_py36-none-any-whl,pypi,,light-deep-ai,1.4.8,py36-none-any-whl,51,165.5488281,NaN,NaN,benign
light-deep-ai_1.4.8_py37-none-any-whl,pypi,,light-deep-ai,1.4.8,py37-none-any-whl,51,165.640625,NaN,NaN,benign
light-deep-ai_1.4.8_py38-none-any-whl,pypi,,light-deep-ai,1.4.8,py38-none-any-whl,51,162.9619141,NaN,NaN,benign
xcryptography_2.1.4_tar-gz,pypi,,xcryptography,2.1.4,tar-gz,8,3.169921875,"['os.uname', 'getpass.getuser', 'os.getcwd', 'base64.b64encode.decode', 'random.randint', 'os.system', 'os.system', 'data_post.encode', 'urllib.request.urlopen', 'urllib.request.urlopen', 'requests.post', 'requests.get', 'urllib.urlopen', 'urllib.urlopen']",global,malicious
light-deep-ai_1.4.8_py39-none-any-whl,pypi,,light-deep-ai,1.4.8,py39-none-any-whl,51,162.4306641,NaN,NaN,benign
ionoscloud-vm-autoscaling_1.0.0_tar-gz,pypi,,ionoscloud-vm-autoscaling,1.0.0,tar-gz,122,878.4111328,NaN,NaN,benign
ionoscloud-vm-autoscaling_1.0.0_py3-none-any-whl,pypi,,ionoscloud-vm-autoscaling,1.0.0,py3-none-any-whl,116,859.6748047,NaN,NaN,benign
xcryptography_3.2_tar-gz,pypi,,xcryptography,3.2,tar-gz,8,3.162109375,"['os.uname', 'getpass.getuser', 'os.getcwd', 'base64.b64encode.decode', 'random.randint', 'os.system', 'os.system', 'data_post.encode', 'urllib.request.urlopen', 'urllib.request.urlopen', 'requests.post', 'requests.get', 'urllib.urlopen', 'urllib.urlopen']",global,malicious
just-use-dataclass_0.1.1_py3-none-any-whl,pypi,,just-use-dataclass,0.1.1,py3-none-any-whl,6,9.18359375,NaN,NaN,benign
just-use-dataclass_0.1.1_tar-gz,pypi,,just-use-dataclass,0.1.1,tar-gz,6,11.45800781,NaN,NaN,benign
test-proj-api-insta-ewqeqwadsd123_2.0.1_tar-gz,pypi,,test-proj-api-insta-ewqeqwadsd123,2.0.1,tar-gz,51,472.4433594,NaN,NaN,benign
xcryptography_2.9_tar-gz,pypi,,xcryptography,2.9,tar-gz,8,3.162109375,"['os.uname', 'getpass.getuser', 'os.getcwd', 'base64.b64encode.decode', 'random.randint', 'os.system', 'os.system', 'data_post.encode', 'urllib.request.urlopen', 'urllib.request.urlopen', 'requests.post', 'requests.get', 'urllib.urlopen', 'urllib.urlopen']",global,malicious
test-proj-api-insta-ewqeqwadsd123_2.0.1_py3-none-any-whl,pypi,,test-proj-api-insta-ewqeqwadsd123,2.0.1,py3-none-any-whl,46,459.0703125,NaN,NaN,benign
pyfolio-tej_0.0.2_tar-gz,pypi,,pyfolio-tej,0.0.2,tar-gz,29,321.1767578,NaN,NaN,benign
pyfolio-tej_0.0.2_py2-py3-none-any-whl,pypi,,pyfolio-tej,0.0.2,py2-py3-none-any-whl,26,321.1796875,NaN,NaN,benign
xcryptography_3.4.7_tar-gz,pypi,,xcryptography,3.4.7,tar-gz,8,3.169921875,"['os.uname', 'getpass.getuser', 'os.getcwd', 'base64.b64encode.decode', 'random.randint', 'os.system', 'os.system', 'data_post.encode', 'urllib.request.urlopen', 'urllib.request.urlopen', 'requests.post', 'requests.get', 'urllib.urlopen', 'urllib.urlopen']",global,malicious
alphalens-tej_0.0.2_tar-gz,pypi,,alphalens-tej,0.0.2,tar-gz,17,237.4111328,NaN,NaN,benign
alphalens-tej_0.0.2_py2-py3-none-any-whl,pypi,,alphalens-tej,0.0.2,py2-py3-none-any-whl,14,236.7451172,NaN,NaN,benign
check-system_0.0.1b1_tar-gz,pypi,,check-system,0.0.1b1,tar-gz,16,10.24121094,NaN,NaN,benign
xcryptography_2.2.2_tar-gz,pypi,,xcryptography,2.2.2,tar-gz,8,3.169921875,"['os.uname', 'getpass.getuser', 'os.getcwd', 'base64.b64encode.decode', 'random.randint', 'os.system', 'os.system', 'data_post.encode', 'urllib.request.urlopen', 'urllib.request.urlopen', 'requests.post', 'requests.get', 'urllib.urlopen', 'urllib.urlopen']",global,malicious
check-system_0.0.1b1_py3-none-any-whl,pypi,,check-system,0.0.1b1,py3-none-any-whl,10,6.40234375,NaN,NaN,benign
pydoe3_1.0.0_py2-py3-none-any-whl,pypi,,pydoe3,1.0.0,py2-py3-none-any-whl,17,63.77441406,NaN,NaN,benign
pydoe3_1.0.0_tar-gz,pypi,,pydoe3,1.0.0,tar-gz,86,1095.767578,NaN,NaN,benign
xcryptography_2.7_tar-gz,pypi,,xcryptography,2.7,tar-gz,8,3.162109375,"['os.uname', 'getpass.getuser', 'os.getcwd', 'base64.b64encode.decode', 'random.randint', 'os.system', 'os.system', 'data_post.encode', 'urllib.request.urlopen', 'urllib.request.urlopen', 'requests.post', 'requests.get', 'urllib.urlopen', 'urllib.urlopen']",global,malicious
nikoperations_0.1_py3-none-any-whl,pypi,,nikoperations,0.1,py3-none-any-whl,7,0.940429688,NaN,NaN,benign
nikoperations_0.1_tar-gz,pypi,,nikoperations,0.1,tar-gz,10,1.108398438,NaN,NaN,benign
deep-nccl-wrapper_1.0.0_tar-gz,pypi,,deep-nccl-wrapper,1.0.0,tar-gz,10,11.86328125,NaN,NaN,benign
xcryptography_3.4.6_tar-gz,pypi,,xcryptography,3.4.6,tar-gz,8,3.169921875,"['os.uname', 'getpass.getuser', 'os.getcwd', 'base64.b64encode.decode', 'random.randint', 'os.system', 'os.system', 'data_post.encode', 'urllib.request.urlopen', 'urllib.request.urlopen', 'requests.post', 'requests.get', 'urllib.urlopen', 'urllib.urlopen']",global,malicious
canbro_0.0.2a0_py2-py3-none-any-whl,pypi,,canbro,0.0.2a0,py2-py3-none-any-whl,10,28.6171875,NaN,NaN,benign
canbro_0.0.2a0_tar-gz,pypi,,canbro,0.0.2a0,tar-gz,31,453.0859375,NaN,NaN,benign
corona-rayo_1.0.6_tar-gz,pypi,,corona-rayo,1.0.6,tar-gz,13,26.29101563,NaN,NaN,benign
xcryptography_2.8_tar-gz,pypi,,xcryptography,2.8,tar-gz,8,3.162109375,"['os.uname', 'getpass.getuser', 'os.getcwd', 'base64.b64encode.decode', 'random.randint', 'os.system', 'os.system', 'data_post.encode', 'urllib.request.urlopen', 'urllib.request.urlopen', 'requests.post', 'requests.get', 'urllib.urlopen', 'urllib.urlopen']",global,malicious
cli-tls_1.0.2_py3-none-any-whl,pypi,,cli-tls,1.0.2,py3-none-any-whl,8,5.959960938,NaN,NaN,benign
cli-tls_1.0.2_tar-gz,pypi,,cli-tls,1.0.2,tar-gz,14,6.258789063,NaN,NaN,benign
tlcpack-nightly-cu113_2.15.0_tar-gz,pypi,,tlcpack-nightly-cu113,2.15.0,tar-gz,10,2.401367188,NaN,NaN,benign
xcryptography_3.4.8_tar-gz,pypi,,xcryptography,3.4.8,tar-gz,8,3.169921875,"['os.uname', 'getpass.getuser', 'os.getcwd', 'base64.b64encode.decode', 'random.randint', 'os.system', 'os.system', 'data_post.encode', 'urllib.request.urlopen', 'urllib.request.urlopen', 'requests.post', 'requests.get', 'urllib.urlopen', 'urllib.urlopen']",global,malicious
tlcpack-nightly-cu113_2.15.0_py3-none-any-whl,pypi,,tlcpack-nightly-cu113,2.15.0,py3-none-any-whl,5,1.70703125,NaN,NaN,benign
pyfortimanager_1.0.2_py3-none-any-whl,pypi,,pyfortimanager,1.0.2,py3-none-any-whl,25,95.26171875,NaN,NaN,benign
pyfortimanager_1.0.2_tar-gz,pypi,,pyfortimanager,1.0.2,tar-gz,31,111.6210938,NaN,NaN,benign
xcryptography_3.0_tar-gz,pypi,,xcryptography,3,tar-gz,8,3.162109375,"['os.uname', 'getpass.getuser', 'os.getcwd', 'base64.b64encode.decode', 'random.randint', 'os.system', 'os.system', 'data_post.encode', 'urllib.request.urlopen', 'urllib.request.urlopen', 'requests.post', 'requests.get', 'urllib.urlopen', 'urllib.urlopen']",global,malicious
comp-reporting-app_0.1.1_py3-none-any-whl,pypi,,comp-reporting-app,0.1.1,py3-none-any-whl,4,0.736328125,NaN,NaN,benign
comp-reporting-app_0.1.1_tar-gz,pypi,,comp-reporting-app,0.1.1,tar-gz,4,0.63671875,NaN,NaN,benign
rms-tabulation_0.0.1_tar-gz,pypi,,rms-tabulation,0.0.1,tar-gz,17,41.70507813,NaN,NaN,benign
xcryptography_2.9.2_tar-gz,pypi,,xcryptography,2.9.2,tar-gz,8,3.169921875,"['os.uname', 'getpass.getuser', 'os.getcwd', 'base64.b64encode.decode', 'random.randint', 'os.system', 'os.system', 'data_post.encode', 'urllib.request.urlopen', 'urllib.request.urlopen', 'requests.post', 'requests.get', 'urllib.urlopen', 'urllib.urlopen']",global,malicious
rms-tabulation_0.0.1_py3-none-any-whl,pypi,,rms-tabulation,0.0.1,py3-none-any-whl,7,31.80566406,NaN,NaN,benign
dsf-cli_1.0.25_tar-gz,pypi,,dsf-cli,1.0.25,tar-gz,47,380.5791016,NaN,NaN,benign
tdrd_0.0.1_py3-none-any-whl,pypi,,tdrd,0.0.1,py3-none-any-whl,7,3.241210938,NaN,NaN,benign
xcryptography_3.1.1_tar-gz,pypi,,xcryptography,3.1.1,tar-gz,8,3.169921875,"['os.uname', 'getpass.getuser', 'os.getcwd', 'base64.b64encode.decode', 'random.randint', 'os.system', 'os.system', 'data_post.encode', 'urllib.request.urlopen', 'urllib.request.urlopen', 'requests.post', 'requests.get', 'urllib.urlopen', 'urllib.urlopen']",global,malicious
tdrd_0.0.1_tar-gz,pypi,,tdrd,0.0.1,tar-gz,11,3.55859375,NaN,NaN,benign
flake8-badbear_0.0.1_py2-py3-none-any-whl,pypi,,flake8-badbear,0.0.1,py2-py3-none-any-whl,7,3.337890625,NaN,NaN,benign
flake8-badbear_0.0.1_tar-gz,pypi,,flake8-badbear,0.0.1,tar-gz,12,5.369140625,NaN,NaN,benign
