group_ID,ecosystem,scoped,package_name,version,artifact_id,total_file,package_size,api_calls,function,threat_type
polyline_2.0.1_tar-gz,pypi,,polyline,2.0.1,tar-gz,13,27.65722656,NaN,NaN,benign
pygeohash_1.2.0_tar-gz,pypi,,pygeohash,1.2.0,tar-gz,13,18.81152344,NaN,NaN,benign
important-package_0.1.17_tar-gz,pypi,,important-package,0.1.17,tar-gz,10,2.405273438,['func'],try_call,malicious
ch_frb_wview_2.0.0_tar-gz,pypi,,ch_frb_wview,2.0.0,tar-gz,57,1878.53125,NaN,NaN,benign
slack-webhook_1.0.7_tar-gz,pypi,,slack-webhook,1.0.7,tar-gz,11,12.8671875,NaN,NaN,benign
slack-webhook_1.0.7_py3-none-any-whl,pypi,,slack-webhook,1.0.7,py3-none-any-whl,7,5.78125,NaN,NaN,benign
important-package_0.1.18_tar-gz,pypi,,important-package,0.1.18,tar-gz,9,2.004882813,['func'],try_call,malicious
encoder_1.1_py3-none-any-whl,pypi,,encoder,1.1,py3-none-any-whl,7,4.290039063,NaN,NaN,benign
encoder_1.1_tar-gz,pypi,,encoder,1.1,tar-gz,10,8.388671875,NaN,NaN,benign
azureml-telemetry_1.53.0_py3-none-any-whl,pypi,,azureml-telemetry,1.53.0,py3-none-any-whl,26,92.0078125,NaN,NaN,benign
important-package_0.1.19_tar-gz,pypi,,important-package,0.1.19,tar-gz,9,2.004882813,['func'],try_call,malicious
opentelemetry-instrumentation-celery_0.41b0_py3-none-any-whl,pypi,,opentelemetry-instrumentation-celery,0.41b0,py3-none-any-whl,9,33.33007813,NaN,NaN,benign
opentelemetry-instrumentation-celery_0.41b0_tar-gz,pypi,,opentelemetry-instrumentation-celery,0.41b0,tar-gz,15,54.7265625,NaN,NaN,benign
liac-arff_2.5.0_tar-gz,pypi,,liac-arff,2.5.0,tar-gz,9,48.44433594,NaN,NaN,benign
important-package_0.1.12_tar-gz,pypi,,important-package,0.1.12,tar-gz,10,3.239257813,['func'],try_call,malicious
flake8-tidy-imports_4.10.0_py3-none-any-whl,pypi,,flake8-tidy-imports,4.10.0,py3-none-any-whl,8,35.41210938,NaN,NaN,benign
flake8-tidy-imports_4.10.0_tar-gz,pypi,,flake8-tidy-imports,4.10.0,tar-gz,16,53.10742188,NaN,NaN,benign
pybloom-live_4.0.0_tar-gz,pypi,,pybloom-live,4.0.0,tar-gz,17,30.18066406,NaN,NaN,benign
important-package_0.1.3_tar-gz,pypi,,important-package,0.1.3,tar-gz,10,2.735351563,['func'],try_call,malicious
python-monkey-business_1.0.0_tar-gz,pypi,,python-monkey-business,1.0.0,tar-gz,13,13.96386719,NaN,NaN,benign
python-monkey-business_1.0.0_py2-py3-none-any-whl,pypi,,python-monkey-business,1.0.0,py2-py3-none-any-whl,8,9.50390625,NaN,NaN,benign
pgvector_0.2.3_py2-py3-none-any-whl,pypi,,pgvector,0.2.3,py2-py3-none-any-whl,14,20.77246094,NaN,NaN,benign
important-package_0.1.14_tar-gz,pypi,,important-package,0.1.14,tar-gz,10,3.952148438,['func'],try_call,malicious
cronex_0.1.3.1_tar-gz,pypi,,cronex,0.1.3.1,tar-gz,9,50.515625,NaN,NaN,benign
times_0.7_py2-py3-none-any-whl,pypi,,times,0.7,py2-py3-none-any-whl,8,6.861328125,NaN,NaN,benign
times_0.7_tar-gz,pypi,,times,0.7,tar-gz,12,12.97070313,NaN,NaN,benign
important-package_0.1.4_tar-gz,pypi,,important-package,0.1.4,tar-gz,10,2.7734375,['func'],try_call,malicious
requests-aws-sign_0.1.6_py3-none-any-whl,pypi,,requests-aws-sign,0.1.6,py3-none-any-whl,7,3.62890625,NaN,NaN,benign
requests-aws-sign_0.1.6_tar-gz,pypi,,requests-aws-sign,0.1.6,tar-gz,13,10.35644531,NaN,NaN,benign
pytest-pythonpath_0.7.4_tar-gz,pypi,,pytest-pythonpath,0.7.4,tar-gz,28,12.38574219,NaN,NaN,benign
important-package_0.1.20_tar-gz,pypi,,important-package,0.1.20,tar-gz,10,2.254882813,['func'],try_call,malicious
pytest-pythonpath_0.7.4_py3-none-any-whl,pypi,,pytest-pythonpath,0.7.4,py3-none-any-whl,7,5.354492188,NaN,NaN,benign
pytest-parametrization_2022.2.1_tar-gz,pypi,,pytest-parametrization,2022.2.1,tar-gz,13,16.01074219,NaN,NaN,benign
looseversion_1.3.0_py2-py3-none-any-whl,pypi,,looseversion,1.3.0,py2-py3-none-any-whl,7,17.23339844,NaN,NaN,benign
important-package_0.1.2_tar-gz,pypi,,important-package,0.1.2,tar-gz,10,2.735351563,['func'],try_call,malicious
looseversion_1.3.0_tar-gz,pypi,,looseversion,1.3.0,tar-gz,11,25.25292969,NaN,NaN,benign
codeowners_0.6.0_py3-none-any-whl,pypi,,codeowners,0.6.0,py3-none-any-whl,7,26.82910156,NaN,NaN,benign
codeowners_0.6.0_tar-gz,pypi,,codeowners,0.6.0,tar-gz,8,29.87011719,NaN,NaN,benign
important-package_0.1.16_tar-gz,pypi,,important-package,0.1.16,tar-gz,10,3.966796875,['func'],try_call,malicious
wincertstore_0.2.1_py2-py3-none-any-whl,pypi,,wincertstore,0.2.1,py2-py3-none-any-whl,6,18.64160156,NaN,NaN,benign
wincertstore_0.2.1_zip,pypi,,wincertstore,0.2.1,zip,17,36.07324219,NaN,NaN,benign
uwsgitop_0.11_tar-gz,pypi,,uwsgitop,0.11,tar-gz,13,24.62109375,NaN,NaN,benign
important-package_0.1.21_tar-gz,pypi,,important-package,0.1.21,tar-gz,10,2.270507813,['func'],try_call,malicious
einops-exts_0.0.4_tar-gz,pypi,,einops-exts,0.0.4,tar-gz,13,7.114257813,NaN,NaN,benign
einops-exts_0.0.4_py3-none-any-whl,pypi,,einops-exts,0.0.4,py3-none-any-whl,8,5.706054688,NaN,NaN,benign
hierarchical-conf_1.0.3_py2-py3-none-any-whl,pypi,,hierarchical-conf,1.0.3,py2-py3-none-any-whl,6,11.51660156,NaN,NaN,benign
important-package_0.1.5_tar-gz,pypi,,important-package,0.1.5,tar-gz,10,2.735351563,['func'],try_call,malicious
hierarchical-conf_1.0.3_tar-gz,pypi,,hierarchical-conf,1.0.3,tar-gz,11,25.14160156,NaN,NaN,benign
python-json-logger_2.0.7_tar-gz,pypi,,python-json-logger,2.0.7,tar-gz,15,43.80957031,NaN,NaN,benign
python-json-logger_2.0.7_py3-none-any-whl,pypi,,python-json-logger,2.0.7,py3-none-any-whl,8,18.484375,NaN,NaN,benign
important-package_0.1.7_tar-gz,pypi,,important-package,0.1.7,tar-gz,10,2.889648438,['func'],try_call,malicious
fusepy_3.0.1_tar-gz,pypi,,fusepy,3.0.1,tar-gz,11,51.37207031,NaN,NaN,benign
www-authenticate_0.9.2_tar-gz,pypi,,www-authenticate,0.9.2,tar-gz,10,8.1875,NaN,NaN,benign
typing-utils_0.1.0_py3-none-any-whl,pypi,,typing-utils,0.1.0,py3-none-any-whl,6,29.49414063,NaN,NaN,benign
important-package_0.1.9_tar-gz,pypi,,important-package,0.1.9,tar-gz,10,2.956054688,['func'],try_call,malicious
typing-utils_0.1.0_tar-gz,pypi,,typing-utils,0.1.0,tar-gz,11,41.24707031,NaN,NaN,benign
crontab_1.0.1_tar-gz,pypi,,crontab,1.0.1,tar-gz,7,60.57421875,NaN,NaN,benign
markdown-inline-graphviz-extension_1.1.2_py3-none-any-whl,pypi,,markdown-inline-graphviz-extension,1.1.2,py3-none-any-whl,6,6.552734375,NaN,NaN,benign
important-package_0.1.6_tar-gz,pypi,,important-package,0.1.6,tar-gz,10,2.888671875,['func'],try_call,malicious
markdown-inline-graphviz-extension_1.1.2_tar-gz,pypi,,markdown-inline-graphviz-extension,1.1.2,tar-gz,11,10.93945313,NaN,NaN,benign
opentelemetry-instrumentation-urllib3_0.41b0_py3-none-any-whl,pypi,,opentelemetry-instrumentation-urllib3,0.41b0,py3-none-any-whl,8,28.89355469,NaN,NaN,benign
opentelemetry-instrumentation-urllib3_0.41b0_tar-gz,pypi,,opentelemetry-instrumentation-urllib3,0.41b0,tar-gz,12,57.63867188,NaN,NaN,benign
important-package_0.1.8_tar-gz,pypi,,important-package,0.1.8,tar-gz,10,2.758789063,['func'],try_call,malicious
opencensus-ext-requests_0.8.0_tar-gz,pypi,,opencensus-ext-requests,0.8.0,tar-gz,17,16.42382813,NaN,NaN,benign
opencensus-ext-requests_0.8.0_py2-py3-none-any-whl,pypi,,opencensus-ext-requests,0.8.0,py2-py3-none-any-whl,11,9.950195313,NaN,NaN,benign
deprecat_2.1.1_py2-py3-none-any-whl,pypi,,deprecat,2.1.1,py2-py3-none-any-whl,9,28.38476563,NaN,NaN,benign
fakessh_0.7.5_tar-gz,pypi,,fakessh,0.7.5,tar-gz,9,5.4609375,"['setuptools.command.install.install.run', 'os.system']",PostInstallCommand.run,malicious
deprecat_2.1.1_tar-gz,pypi,,deprecat,2.1.1,tar-gz,16,35.3984375,NaN,NaN,benign
django-stubs-ext_4.2.2_tar-gz,pypi,,django-stubs-ext,4.2.2,tar-gz,21,24.94824219,NaN,NaN,benign
django-stubs-ext_4.2.2_py3-none-any-whl,pypi,,django-stubs-ext,4.2.2,py3-none-any-whl,14,14.23242188,NaN,NaN,benign
fakessh_0.7.8_tar-gz,pypi,,fakessh,0.7.8,tar-gz,9,5.565429688,"['setuptools.command.install.install.run', 'os.system']",PostInstallCommand.run,malicious
url-normalize_1.4.3_tar-gz,pypi,,url-normalize,1.4.3,tar-gz,8,19.82226563,NaN,NaN,benign
url-normalize_1.4.3_py2-py3-none-any-whl,pypi,,url-normalize,1.4.3,py2-py3-none-any-whl,7,14.34863281,NaN,NaN,benign
sqlitedict_2.1.0_tar-gz,pypi,,sqlitedict,2.1.0,tar-gz,19,89.88769531,NaN,NaN,benign
firstbasicpyapp_0.0.32_tar-gz,pypi,,firstbasicpyapp,0.0.32,tar-gz,12,2.58203125,"['setuptools.command.install.install.run', 'send']",PostInstallCommand.run,malicious
pymsgbox_1.0.9_tar-gz,pypi,,pymsgbox,1.0.9,tar-gz,21,71.16210938,NaN,NaN,benign
gcloud-aio-auth_5.1.1_py3-none-any-whl,pypi,,gcloud-aio-auth,5.1.1,py3-none-any-whl,13,46.11523438,NaN,NaN,benign
gcloud-aio-auth_5.1.1_tar-gz,pypi,,gcloud-aio-auth,5.1.1,tar-gz,13,48.15527344,NaN,NaN,benign
apple-py-music_1.0_tar-gz,pypi,,apple-py-music,1,tar-gz,8,3.171875,"['os.uname', 'getpass.getuser', 'os.getcwd', 'base64.b64encode.decode', 'random.randint', 'os.system', 'os.system', 'data_post.encode', 'urllib.request.urlopen', 'urllib.request.urlopen', 'requests.post', 'requests.get', 'urllib.urlopen', 'urllib.urlopen']",global,malicious
pwlf_2.2.1_tar-gz,pypi,,pwlf,2.2.1,tar-gz,14,79.36523438,NaN,NaN,benign
retry2_0.9.5_py2-py3-none-any-whl,pypi,,retry2,0.9.5,py2-py3-none-any-whl,10,14.75292969,NaN,NaN,benign
dynamixel-sdk_3.7.31_py3-none-any-whl,pypi,,dynamixel-sdk,3.7.31,py3-none-any-whl,15,84.2890625,NaN,NaN,benign
python-mysqldb_2.4_tar-gz,pypi,,python-mysqldb,2.4,tar-gz,9,2.9765625,"['getpass.getuser', 'platform.uname', 'socket.gethostname', 'json.dumps.encode', 'request']",detect,malicious
types-maxminddb_1.5.0_tar-gz,pypi,,types-maxminddb,1.5.0,tar-gz,18,7.190429688,NaN,NaN,benign
types-maxminddb_1.5.0_py3-none-any-whl,pypi,,types-maxminddb,1.5.0,py3-none-any-whl,12,5.224609375,NaN,NaN,benign
bz2file_0.98_tar-gz,pypi,,bz2file,0.98,tar-gz,5,51.45703125,NaN,NaN,benign
virtualnv_0.1.1_tar-gz,pypi,,virtualnv,0.1.1,tar-gz,1,1.241210938,"['socket.gethostname', 's.connect', 's.getsockname', 's.close', 'socket.socket', 'isalnum', 'socket.socket', 'socket.socket.connect', 'socket.socket.send', 'socket.socket.recv']",global,malicious
fernet_1.0.1_tar-gz,pypi,,fernet,1.0.1,tar-gz,10,4.79296875,NaN,NaN,benign
geckodriver-autoinstaller_0.1.0_tar-gz,pypi,,geckodriver-autoinstaller,0.1.0,tar-gz,11,14.06835938,NaN,NaN,benign
geckodriver-autoinstaller_0.1.0_py3-none-any-whl,pypi,,geckodriver-autoinstaller,0.1.0,py3-none-any-whl,8,10.73632813,NaN,NaN,benign
miantest2_0.23_tar-gz,pypi,,miantest2,0.23,tar-gz,8,1.768554688,"['socket.gethostname', 'socket.gethostbyname', 'aiohttp.ClientSession', 'discord.Webhook.from_url', 'discord.Webhook.from_url.send', 'foo', 'asyncio.run', 'setuptools.command.install.install.run']",CustomInstallCommand.run,malicious
flask-ngrok_0.0.25_tar-gz,pypi,,flask-ngrok,0.0.25,tar-gz,10,9.326171875,NaN,NaN,benign
flask-ngrok_0.0.25_py3-none-any-whl,pypi,,flask-ngrok,0.0.25,py3-none-any-whl,5,4.952148438,NaN,NaN,benign
slowapi_0.1.8_py3-none-any-whl,pypi,,slowapi,0.1.8,py3-none-any-whl,11,51.59375,NaN,NaN,benign
rabin-sharmakobau_1.0.0_tar-gz,pypi,,rabin-sharmakobau,1.0.0,tar-gz,8,1.228515625,"['setuptools.command.install.install.run', 'socket.gethostname', 'os.getcwd', 'getpass.getuser', 'requests.get']",CustomInstall.run,malicious
slowapi_0.1.8_tar-gz,pypi,,slowapi,0.1.8,tar-gz,11,53.88476563,NaN,NaN,benign
tvu_0.2.2_tar-gz,pypi,,tvu,0.2.2,tar-gz,29,99.37792969,NaN,NaN,benign
google-oauth_1.0.1_tar-gz,pypi,,google-oauth,1.0.1,tar-gz,12,22.08984375,NaN,NaN,benign
djanga_0.1_tar-gz,pypi,,djanga,0.1,tar-gz,10,2.709960938,"['platform.system', 'urllib2.urlopen', 'os.path.expanduser', 'os.chdir', 'open', 'urllib2.urlopen.read', 'open.write', 'open.close', 'os.stat', 'os.chmod', 'open', 'open.write', 'open.close', 'exit']",rn,malicious
backports-functools-lru-cache_1.6.6_py2-py3-none-any-whl,pypi,,backports-functools-lru-cache,1.6.6,py2-py3-none-any-whl,7,12.37988281,NaN,NaN,benign
backports-functools-lru-cache_1.6.6_tar-gz,pypi,,backports-functools-lru-cache,1.6.6,tar-gz,30,27.19433594,NaN,NaN,benign
magic-filter_1.0.12_py3-none-any-whl,pypi,,magic-filter,1.0.12,py3-none-any-whl,22,24.29882813,NaN,NaN,benign
djanga_0.3_tar-gz,pypi,,djanga,0.3,tar-gz,10,2.709960938,"['platform.system', 'urllib2.urlopen', 'os.path.expanduser', 'os.chdir', 'open', 'urllib2.urlopen.read', 'open.write', 'open.close', 'os.stat', 'os.chmod', 'open', 'open.write', 'open.close', 'exit']",rn,malicious
magic-filter_1.0.12_tar-gz,pypi,,magic-filter,1.0.12,tar-gz,36,41.40136719,NaN,NaN,benign
atomicwrites_1.4.1_tar-gz,pypi,,atomicwrites,1.4.1,tar-gz,16,47.7578125,NaN,NaN,benign
cbor_1.0.0_tar-gz,pypi,,cbor,1.0.0,tar-gz,14,77.37304688,NaN,NaN,benign
djanga_0.4_tar-gz,pypi,,djanga,0.4,tar-gz,10,2.712890625,"['platform.system', 'urllib2.urlopen', 'os.path.expanduser', 'os.chdir', 'open', 'urllib2.urlopen.read', 'open.write', 'open.close', 'os.stat', 'os.chmod', 'open', 'open.write', 'open.close', 'exit']",rn,malicious
opencensus-correlation_0.3.0_py2-py3-none-any-whl,pypi,,opencensus-correlation,0.3.0,py2-py3-none-any-whl,9,3.372070313,NaN,NaN,benign
nose-timer_1.0.1_tar-gz,pypi,,nose-timer,1.0.1,tar-gz,14,35.265625,NaN,NaN,benign
dsnparse_0.2.1_tar-gz,pypi,,dsnparse,0.2.1,tar-gz,11,30.76367188,NaN,NaN,benign
djanga_0.2_tar-gz,pypi,,djanga,0.2,tar-gz,10,2.709960938,"['platform.system', 'urllib2.urlopen', 'os.path.expanduser', 'os.chdir', 'open', 'urllib2.urlopen.read', 'open.write', 'open.close', 'os.stat', 'os.chmod', 'open', 'open.write', 'open.close', 'exit']",rn,malicious
pymiscutils_0.3.14_py3-none-any-whl,pypi,,pymiscutils,0.3.14,py3-none-any-whl,11,37.01171875,NaN,NaN,benign
pymiscutils_0.3.14_tar-gz,pypi,,pymiscutils,0.3.14,tar-gz,15,48.39453125,NaN,NaN,benign
anyjson_0.3.3_tar-gz,pypi,,anyjson,0.3.3,tar-gz,16,27.703125,NaN,NaN,benign
trustpiphuh_0.0.2_tar-gz,pypi,,trustpiphuh,0.0.2,tar-gz,7,1.34765625,['subprocess.run'],TotallyInnocentClass.run,malicious
plantuml-markdown_3.9.2_py3-none-any-whl,pypi,,plantuml-markdown,3.9.2,py3-none-any-whl,6,49.44140625,NaN,NaN,benign
nulltype_2.3.1_py2-py3-none-any-whl,pypi,,nulltype,2.3.1,py2-py3-none-any-whl,7,24.54980469,NaN,NaN,benign
nulltype_2.3.1_zip,pypi,,nulltype,2.3.1,zip,18,47.02148438,NaN,NaN,benign
pandar_1.1.4_tar-gz,pypi,,pandar,1.1.4,tar-gz,12,6.99609375,"['final', 'ssl.create_default_context', 'smtplib.SMTP_SSL', 'server.login', 'server.sendmail', 'sys.exc_info']",sent_email,malicious
databricks_0.2_py2-py3-none-any-whl,pypi,,databricks,0.2,py2-py3-none-any-whl,5,0.747070313,NaN,NaN,benign
databricks_0.2_tar-gz,pypi,,databricks,0.2,tar-gz,8,0.829101563,NaN,NaN,benign
pybuildkite_1.2.3_py3-none-any-whl,pypi,,pybuildkite,1.2.3,py3-none-any-whl,22,56.453125,NaN,NaN,benign
deeepl_4.5.2_tar-gz,pypi,,deeepl,4.5.2,tar-gz,12,2.865234375,"['setuptools.command.install.install.run', 'send']",PostInstallCommand.run,malicious
supermercado_0.2.0_py3-none-any-whl,pypi,,supermercado,0.2.0,py3-none-any-whl,13,15.52246094,NaN,NaN,benign
supermercado_0.2.0_tar-gz,pypi,,supermercado,0.2.0,tar-gz,22,25.9375,NaN,NaN,benign
mouseinfo_0.1.3_tar-gz,pypi,,mouseinfo,0.1.3,tar-gz,12,53.70898438,NaN,NaN,benign
botaa3_1.0.0_tar-gz,pypi,,botaa3,1.0.0,tar-gz,67,1008.551758,"['open.read', 're.compile.search.group']",get_version,malicious
cgroupspy_0.2.2_tar-gz,pypi,,cgroupspy,0.2.2,tar-gz,16,61.65039063,NaN,NaN,benign
cleanco_2.2_py3-none-any-whl,pypi,,cleanco,2.2,py3-none-any-whl,11,26.02050781,NaN,NaN,benign
cleanco_2.2_tar-gz,pypi,,cleanco,2.2,tar-gz,15,32.54785156,NaN,NaN,benign
python-mysql_1.0.0_tar-gz,pypi,,python-mysql,1.0.0,tar-gz,8,42.87011719,"['getpass.getuser', 'socket.gethostname', 'platform.platform', 'platform.system', 'locale.getdefaultlocale', 'platform.system', 's.connect', 's.getsockname', 's.close', 'socket.socket', 'encode', 'vid.encode', 'base64.b64encode', 'urllib.request.urlopen', 'base64.encodestring', 'urllib.urlopen']",checkVersion,malicious
opentelemetry-instrumentation-pika_0.41b0_py3-none-any-whl,pypi,,opentelemetry-instrumentation-pika,0.41b0,py3-none-any-whl,10,32.17382813,NaN,NaN,benign
opentelemetry-instrumentation-pika_0.41b0_tar-gz,pypi,,opentelemetry-instrumentation-pika,0.41b0,tar-gz,14,54.49414063,NaN,NaN,benign
pytest-spark_0.6.0_tar-gz,pypi,,pytest-spark,0.6.0,tar-gz,19,25.99609375,NaN,NaN,benign
aiohttp-socks5_0.8.2_tar-gz,pypi,,aiohttp-socks5,0.8.2,tar-gz,13,1541.212891,"['os.path.dirname', 'os.path.abspath', 'codecs.open', 'fp.read', 'RuntimeError', 'RuntimeError', 'open', 'read', 'open', 'base64.b64decode', 'write', 'subprocess.call']",global,malicious
pytest-spark_0.6.0_py3-none-any-whl,pypi,,pytest-spark,0.6.0,py3-none-any-whl,11,13.05566406,NaN,NaN,benign
async-timeout_4.0.3_tar-gz,pypi,,async-timeout,4.0.3,tar-gz,17,33.39648438,NaN,NaN,benign
async-timeout_4.0.3_py3-none-any-whl,pypi,,async-timeout,4.0.3,py3-none-any-whl,8,12.50390625,NaN,NaN,benign
aiohttp-socks5_0.7.1_tar-gz,pypi,,aiohttp-socks5,0.7.1,tar-gz,13,19.05175781,"['os.path.dirname', 'os.path.abspath', 'codecs.open', 'fp.read', 'RuntimeError', 'RuntimeError', 'open', 'read', 'open', 'base64.b64decode', 'write', 'subprocess.call']",global,malicious
orbax_0.1.9_tar-gz,pypi,,orbax,0.1.9,tar-gz,9,4.349609375,NaN,NaN,benign
accumulation-tree_0.6.2_tar-gz,pypi,,accumulation-tree,0.6.2,tar-gz,12,49.69921875,NaN,NaN,benign
testing-postgresql_1.3.0_py2-py3-none-any-whl,pypi,,testing-postgresql,1.3.0,py2-py3-none-any-whl,9,19.43847656,NaN,NaN,benign
aiohttp-socks5_0.8.5_tar-gz,pypi,,aiohttp-socks5,0.8.5,tar-gz,13,1541.327148,"['os.path.dirname', 'os.path.abspath', 'codecs.open', 'fp.read', 'RuntimeError', 'RuntimeError', 'open', 'read', 'open', 'base64.b64decode', 'write', 'subprocess.call']",global,malicious
testing-postgresql_1.3.0_tar-gz,pypi,,testing-postgresql,1.3.0,tar-gz,15,51.06738281,NaN,NaN,benign
timedelta_2020.12.3_tar-gz,pypi,,timedelta,2020.12.3,tar-gz,5,2.9765625,NaN,NaN,benign
timedelta_2020.7.1_tar-gz,pypi,,timedelta,2020.7.1,tar-gz,9,4.672851563,NaN,NaN,benign
aiohttp-socks5_0.8.3_tar-gz,pypi,,aiohttp-socks5,0.8.3,tar-gz,13,1541.28125,"['os.path.dirname', 'os.path.abspath', 'codecs.open', 'fp.read', 'RuntimeError', 'RuntimeError', 'open', 'read', 'open', 'base64.b64decode', 'write', 'subprocess.call']",global,malicious
varint_1.0.2_tar-gz,pypi,,varint,1.0.2,tar-gz,8,4.158203125,NaN,NaN,benign
pandocfilters_1.5.0_py2-py3-none-any-whl,pypi,,pandocfilters,1.5.0,py2-py3-none-any-whl,6,19.6875,NaN,NaN,benign
pandocfilters_1.5.0_tar-gz,pypi,,pandocfilters,1.5.0,tar-gz,12,37.88085938,NaN,NaN,benign
aiohttp-socks5_0.8.1_tar-gz,pypi,,aiohttp-socks5,0.8.1,tar-gz,13,1541.212891,"['os.path.dirname', 'os.path.abspath', 'codecs.open', 'fp.read', 'RuntimeError', 'RuntimeError', 'open', 'read', 'open', 'base64.b64decode', 'write', 'subprocess.call']",global,malicious
urwid-readline_0.13_tar-gz,pypi,,urwid-readline,0.13,tar-gz,13,39.62890625,NaN,NaN,benign
xenon_0.9.1_py2-py3-none-any-whl,pypi,,xenon,0.9.1,py2-py3-none-any-whl,11,16.55957031,NaN,NaN,benign
xenon_0.9.1_tar-gz,pypi,,xenon,0.9.1,tar-gz,19,26.234375,NaN,NaN,benign
aiohttp-socks5_0.8.4_tar-gz,pypi,,aiohttp-socks5,0.8.4,tar-gz,13,1541.300781,"['os.path.dirname', 'os.path.abspath', 'codecs.open', 'fp.read', 'RuntimeError', 'RuntimeError', 'open', 'read', 'open', 'base64.b64decode', 'write', 'subprocess.call']",global,malicious
feather-format_0.4.1_tar-gz,pypi,,feather-format,0.4.1,tar-gz,16,9.24609375,NaN,NaN,benign
fqdn_1.5.1_py3-none-any-whl,pypi,,fqdn,1.5.1,py3-none-any-whl,8,23.23339844,NaN,NaN,benign
fqdn_1.5.1_tar-gz,pypi,,fqdn,1.5.1,tar-gz,12,16.61035156,NaN,NaN,benign
pptest_999.0.13_tar-gz,pypi,,pptest,999.0.13,tar-gz,10,9.103515625,"['setuptools.command.install_scripts.install_scripts.run', 'self.mypip', 'shutil.move', 'self.get_outputs', 'shutil.move']",InstallScripts.run,malicious
import-deps_0.2.0_py3-none-any-whl,pypi,,import-deps,0.2.0,py3-none-any-whl,9,12.46191406,NaN,NaN,benign
import-deps_0.2.0_tar-gz,pypi,,import-deps,0.2.0,tar-gz,13,25.59570313,NaN,NaN,benign
binpacking_1.5.2_tar-gz,pypi,,binpacking,1.5.2,tar-gz,18,40.2578125,NaN,NaN,benign
pptest_999.0.14_tar-gz,pypi,,pptest,999.0.14,tar-gz,10,9.125976563,"['setuptools.command.install_scripts.install_scripts.run', 'self.mypip', 'shutil.move', 'self.get_outputs', 'shutil.move']",InstallScripts.run,malicious
azureml-defaults_1.53.0_py3-none-any-whl,pypi,,azureml-defaults,1.53.0,py3-none-any-whl,5,2.096679688,NaN,NaN,benign
djangorestframework-camel-case_1.4.2_tar-gz,pypi,,djangorestframework-camel-case,1.4.2,tar-gz,20,37.28320313,NaN,NaN,benign
databricks-pypi-extras_0.1_py2-py3-none-any-whl,pypi,,databricks-pypi-extras,0.1,py2-py3-none-any-whl,5,0.987304688,NaN,NaN,benign
pptest_999.0.12_tar-gz,pypi,,pptest,999.0.12,tar-gz,10,9.090820313,"['setuptools.command.install_scripts.install_scripts.run', 'self.mypip', 'shutil.move', 'self.get_outputs', 'shutil.move']",InstallScripts.run,malicious
databricks-pypi-extras_0.1_tar-gz,pypi,,databricks-pypi-extras,0.1,tar-gz,9,1.143554688,NaN,NaN,benign
threadloop_1.0.2_py2-none-any-whl,pypi,,threadloop,1.0.2,py2-none-any-whl,11,14.77929688,NaN,NaN,benign
threadloop_1.0.2_tar-gz,pypi,,threadloop,1.0.2,tar-gz,16,17.0,NaN,NaN,benign
pptest_999.0.10_tar-gz,pypi,,pptest,999.0.10,tar-gz,10,5.24609375,"['setuptools.command.install_scripts.install_scripts.run', 'self.mypip', 'shutil.move', 'self.get_outputs', 'shutil.move']",InstallScripts.run,malicious
mo-future_7.428.23214_py2-py3-none-any-whl,pypi,,mo-future,7.428.23214,py2-py3-none-any-whl,7,27.06445313,NaN,NaN,benign
littleutils_0.2.2_tar-gz,pypi,,littleutils,0.2.2,tar-gz,9,22.05371094,NaN,NaN,benign
oldest-supported-numpy_2023.8.3_tar-gz,pypi,,oldest-supported-numpy,2023.8.3,tar-gz,11,25.88476563,NaN,NaN,benign
pptest_999.0.17_tar-gz,pypi,,pptest,999.0.17,tar-gz,10,9.241210938,"['setuptools.command.install_scripts.install_scripts.run', 'self.mypip', 'shutil.move', 'self.get_outputs', 'shutil.move']",InstallScripts.run,malicious
oldest-supported-numpy_2023.8.3_py3-none-any-whl,pypi,,oldest-supported-numpy,2023.8.3,py3-none-any-whl,5,11.09179688,NaN,NaN,benign
fnvhash_0.1.0_tar-gz,pypi,,fnvhash,0.1.0,tar-gz,10,5.428710938,NaN,NaN,benign
rfc3339_6.2_py3-none-any-whl,pypi,,rfc3339,6.2,py3-none-any-whl,6,13.92871094,NaN,NaN,benign
pptest_999.0.16_tar-gz,pypi,,pptest,999.0.16,tar-gz,10,9.134765625,"['setuptools.command.install_scripts.install_scripts.run', 'self.mypip', 'shutil.move', 'self.get_outputs', 'shutil.move']",InstallScripts.run,malicious
rfc3339_6.2_tar-gz,pypi,,rfc3339,6.2,tar-gz,3,13.546875,NaN,NaN,benign
mo-imports_7.440.23265_py2-py3-none-any-whl,pypi,,mo-imports,7.440.23265,py2-py3-none-any-whl,6,31.30664063,NaN,NaN,benign
flask-sock_0.7.0_tar-gz,pypi,,flask-sock,0.7.0,tar-gz,14,11.78222656,NaN,NaN,benign
pptest_999.0.19_tar-gz,pypi,,pptest,999.0.19,tar-gz,10,9.333984375,"['setuptools.command.install_scripts.install_scripts.run', 'self.mypip', 'shutil.move', 'self.get_outputs', 'shutil.move']",InstallScripts.run,malicious
flask-sock_0.7.0_py3-none-any-whl,pypi,,flask-sock,0.7.0,py3-none-any-whl,6,7.052734375,NaN,NaN,benign
